Last,Address,Address2,Address3,City,State,Zip,Country,Phone,Fax,Email,Account No.,Store,Work,Work Phone,Promo,Contact,Salesperson,Sales Last Year,Sales This Year,First Buy,Last Buy,Bill To Account No.,Tax Status,Tax ID,Alt Tax Rate,Belongs To
Department Of The Air Force,11th Contracting Squadron,1349 Lutman Drive,,Joint Base Andrews,MD,20762-6501,,,,melissa.muniz@whmo.mil,48939,2,,,,,House Account,0,0,6/30/2015,4/2/2019,,Exempt,DEPT OF AIR FORCE,,
Department Of Veterans Affairs,16111 Plummer Street,Bldg 20 Warehouse,Attn: Donald Myers,North Hills,CA,91343,,(818)891-7711,,,29839,2,,,,,Chris Thomas,0,0,,,,,,,
Depew Orthodontics,2748 Watts Drive,,,Kennesaw,GA,30144,,(770)422-3939,,kenneth@depewsmiles.com,20366,2,,,,Kenneth  Moss,House Account,0,0,12/6/2004,2/8/2019,,Exempt,OOS,,
Designwear,Attn: Ryan Albertson,2630 North 27th Street,,Lincoln,NE,68521,,(404)441-5555,,ryan@shirts101.com,71362,2,,,,Ryan Albertson,Sherhonda F,0,0,,,,Exempt,ON FILE,,
Dialysis Services Inc.,130 Elder Drive,,,Springfield,TN,37172,,(615)384-4810,,,23613,2,,,,Debra Barker,,0,0,,,,,,,
Diamond Cut GrafX,1562 Northwest Blvd,Suite J,,Robstown,TX,78380,,(361)933-0299,,dca.lisagrangel@outlook.com,68838,2,,,,Elizabeth Hinson,House Account,1558.8,0,8/24/2020,10/9/2020,,,,TX Nueces County - Robstown,
Diane Technologies,,,,,,,,,,,20361,2,,,,,,0,0,,,,,,,
Distribution Now,P.O. Box 40985,,,Houston,TX,77240,,(281)823-4480,,Stephanie.Garcia@dnow.com,69718,2,,,,Stephanie Garcia,Krista,17229.68,0,11/4/2020,11/13/2020,,Exempt,,TX Houston - 8.25%,
Diversified Display Products,777 Ramsey Avenue,,,Hillside,NJ,7205,USA,(908)686-2200,,bsmith@ddpmsc.com,44341,2,,,,BRIAN M. SMITH,,0,0,,,,Exempt,OUT OF STATE (NJ),,
DogWatch of Litchfield County,47 Lake Dr,,,Milford,CT,6776,,(860)799-7287,,dogwatchlc@gmail.com,63237,2,,,,Rob Mayne,Krista,2027.58,638.1,1/31/2019,6/19/2021,,,,,
Dominic Anthony's,Glen Lochen Plaza,39 New London Turnpike Suite 130,Attn: Gere,Glastonbury,CT,6033,,,,,25014,2,,,,,,0,0,,,,,,,
Dos Coyotes,Attn: Mark Casale,1784 Picasso Avenue,Suite B,Davis,CA,95618,,,,mcasale@doscoyotes.com,1534,3,,,,,,0,0,,,,Exempt,CA,,
Double-Pods Inc,51 Crescent St,,,Rochelle Park,NJ,7662,,(201)621-1203,,jifeng1203@gmail.com,59447,2,,,,,,0,0,,,,,,,
"Drill Cool Systems, Inc.",627 Williams Street,,,Bakersfield,CA,93305,,(661)633-2665,(661)869-1269,Megan@drillcool.com,48235,2,,,,Megan Williams,House Account,0,0,,,,Exempt,OUT OF STATE,,
Duchess Resturant,,,,,,,,,,,19884,2,,,,,,0,0,,,,,,,
Dynamic Educational System,,8433 N Black Canyon Hwy,,Phoenix,AZ,85021,,(602)995-0116,,accounts.payable@exodyne.com,69462,2,,,,,House Account,678.13,0,10/22/2020,10/22/2020,,,,AZ Maricopa Cnty - Scottsdale,
E. C. Goodwin Electro-Mech,,,,New Britian,,,,,,,18464,2,,,,,,0,0,,,,,,,
E.A.T W/ Culinary Professionals Inc.,2040 Bruckner Blvd.,11A,,Bronx,NY,10473,,(718)935-4783,,dennisl@eatonline.org,61845,2,,,,Dennis Laster,Steve Baruch,0,0,7/31/2018,4/2/2019,,,,NYS New York City,
East Coast Facilities,1324 Sherman Street,,,Allentown,PA,18109,,(484)602-0756,,brian.mack@eastcoastfacilities.com,67301,2,,,,,Krista,6532.74,4967.55,12/19/2019,6/7/2021,,Exempt,WORKWEAR,PA - Philadelphia County,
East Orange General Hospital,300 Central Avenue,,,East Orange,NJ,7018,,(862)237-0786,,ap@eogh.org,70284,2,,,,Jasmine Hick,Steve Baruch,0,17112.66,12/4/2020,7/27/2021,,Exempt,HOSPITAL,,
East Ridge Manor,43 Preston St,,,Meriden,CT,6450,,(203)634-0564,,,46,3,,,,Carol Zigino,,0,0,,,,,,,
Eastern Waterproofing & Restoration Co.,350 Communipaw Avenue,,,Jersey City,NJ,7304,,(201)434-4548,,samewrnj@aol.com,45478,2,,,,Chuck Colacurcio,Christie,0,0,,,,Exempt,OUT OF STATE (NJ),,
"EC Source Services, LLC",16055 Space Center Blvd.,Suite 700,,Houston,TX,77062,,(281)480-4600,(281)480-4608,canderson@ecsourceservices.com,48087,2,,,,Caitlyn Anderson,House Account,0,0,,,,Exempt,OUT OF STATE,,
ECS Transportation,Gene Horne,390 Danbury Rd,,Wilton,CT,6897,,,,,61413,2,,,,,,0,0,7/27/2018,7/27/2018,,,,,
EEvolve Enterprises,117 S Main Street,,,Muleshoe,TX,79347,,(806)272-3865,,accounting@eevolveusa.com,70959,2,,,,Summer Wiley,Krista,0,0,,,,,,TX Bailey County _ Muleshoe,
Electrical Concept,21 Matthew Street,,,Milford,CT,6460,,(203)410-2202,,,20697,2,,,,Adam,,0,0,,,,,,,
Eli Whitney Health Technology,Attn: J. Rottner,71 Jones Road,,Hamden,CT,6514,,(203)397-4031,(203)387-0000,,26030,2,,,,Xt 342,,10.52,0,10/6/2006,1/21/2020,,,,,
Ellington Automotive,7 Jobs Hill Road,,,Ellington,CT,6029,,(860)875-5530,,,19810,2,,,MAIL,Jesse Pincince,,0,0,,,,,,,
Elmwood Sports Center Inc.,Attn: Mark Marocco,2 Belle Isle Way,,Cranston,RI,2910,,(401)781-9198,,elmsports1@gmail.com,62323,2,,,,VP - Mark Marocco,Christie,349.35,0,10/19/2018,11/13/2020,,Exempt,203243726 00,,
Enviroshield Inc.,P.O. Box 1296,250 Moffitt Street,,Stratford,CT,6615,,(203)380-5644,(203)378-8736,info@enviroshield.com,33613,2,,,,,House Account,0,0,,,,,,,
Envision Tees,Attn: Jeff Simon,7010 Chavenelle Rd.,,Dubuque,IA,52002,,(563)584-8000,,Accounting@envisiontees.com,72670,2,,,,Tracy Klostermann,Sherhonda F,0,0,,,,Exempt,OUT OF STATE,,
Ethel Walker School,230 Bushy Hill Rd,,,Simsbury,CT,6067,,,,,17,3,,,,Dave Sheehy,,0,0,,,,,,,
Experience In Design,744 Washington Ave,Attn PO#,,West Haven,CT,6516,,(203)933-3756,(203)931-1683,,38779,2,,,,,,0,0,,,,,,,
"Fabcy & Fly, Inc.",185-18 Fonda Avenue,,,St. Albans,NY,11412,,(305)764-7329,,fancyflyinc@gmail.com,59261,2,,,,Stacey McCoy,National - House,0,0,,,,,,NYS New York City,
Facilities Maintenance Corp,P.o. Box 4255,,,Stamford,CT,6907,,(203)329-1671,,,2603,1,,(203)329-3495,,Lewis Dale,,0,0,,,,,,,
"Fancy & Fly, Inc.",185-18 Fonda Avenue,,,St. Albans,NY,11412,,(305)764-7329,,fancyflyinc@gmail.com,59262,2,,,,Stacey McCoy,National - House,0,0,10/30/2017,1/9/2018,,,,NYS New York City,
Fat Rat Press,4 Beaverbrook Rd # 120,,,Lincoln Park,NJ,7035,,(973)433-7812,,billing@fatratpress.com,70604,2,,,,Dean Ehrich,Christie,117.8,172.5,12/30/2020,1/4/2021,,Exempt,NJ,,
Fireside Resteraunt,Attn: Ernst Buggish,947 Hope St.,,Stamford,CT,6907,,(203)359-9053,(203)977-8332,,16742,2,,,,,,0,0,,,,,,,
First & Last Tavern,,,,,,,,(000)956-2000,,,20868,2,,,,Chris,,0,0,,,,,,,
First Stamford Cafe,100 First Stamford Place,Attn: Ernst,,Stamford,CT,06907-0760,,(203)359-9053,,,15076,2,,,CONTR,,Krista,0,0,10/15/2002,4/17/2019,,,,,
Fleet Feet Sports,402 Water Street,,,Eau Claire,WI,54703,,,,,68204,2,,,,,Christie,286.13,0,5/29/2020,5/29/2020,,Exempt,OUT OF STATE,,
Flight Services Group,1000 Great Meadow Road,Sikorsky Airport,,Stratford,CT,6497,,(203)380-4009,,,2606,1,,(203)380-4017,,Charlene,,0,0,,,,,,,
Flourtown Golf Club,Attn: John Magliocco,6025 West Valley Green Road,,Flourtown,PA,19031,,(215)233-1550,,jmagliocco@philacricket.com,43006,2,,,,,Chris Thomas,0,0,,,,Exempt,OUT OF STATE,,
FM Graphics,3782 Bradview Drive,#100,,Sacramento,CA,95827,,,,,69693,2,,,,,Christie,2028.38,141.3,10/16/2020,3/29/2021,,Exempt,28-687764,,
"Fulmer D.M.D., P.A.",105-D East Butler Road,,,Mauldin,SC,29662,,(864)297-1367,,dtfortho@charter.net,22040,2,,,,Shirley,,0,1637.94,5/20/2005,7/27/2021,,Exempt,SC,,
"G & L Electric, LLC",7474 Hazelwood Circle,,,Lake Worth,FL,33467,,,,glelectric18@gmail.com,68765,2,,,,,House Account,0,0,,,,Exempt,OUT OF STATE,,
GAF Materials Corporation,Sharon Moore,1 Campus Drive,,Parsippany,NJ,7054,,,,smoore@gaf.com,51053,2,,,,,Christie,0,0,6/13/2016,6/21/2019,,Exempt,,,
Gallaghers Steak House,Attn:Brian Jantow,228 West 52nd Steet,,New York,NY,10019,,(212)245-5336,(212)245-5426,bjantow@pollgroup.net,46142,2,,,,Eugene,Steve Baruch,2358.42,2070.38,1/22/2014,6/30/2021,,,,NYS New York City,
Garden Spot Frame,Andy McComsey,27 Zimmerman Road,,Leola,PA,17540,,(717)656-2366,,,1630,3,,,,,,0,0,,,45117-2,Exempt,PA,,
Garrison Energy Center,450 Garrison Oak Dr.,,,Dover,DE,19901,,(302)241-2595,,Travis.Biedeman@garrison-energy.com,68135,2,,,,,Christie,4360,0,4/27/2020,6/29/2020,,Exempt,OUT OF STATE,,
Gateway Community College,20 Church Street,,,New Haven,CT,6510,,(203)285-2175,,SFries@gwcc.commnet.edu,3353,2,,,CONTR,Steve Fries - CUL,House Account,0,0,9/4/1998,5/30/2018,,,,,
Gateway Promotions LLC,,134 Vintage Park Blvd,Suite A157,Houston,TX,77070,USA,(713)252-2420,,devin.jones@proforma.com,70709,2,,,,Devin Jones,House Account,0,0,,,,Exempt,ONFILE,,
General Ceramic Tiles,7800 Nw 32 Nd Street,,,Mimami,FL,33122,,,,,25896,2,,,,Paola Sandoval,,0,0,,,,,,,
Generations OB-GYN,35046  Woodward Ave,Suite 100,,Birmingham,MI,48009,,(248)647-9860,,jknaack@myobgyn.biz,17668,2,,,,Jennifer Knaack X241,House Account,0,0,1/7/2004,11/25/2019,,Exempt,MICHIGAN,,
George Harte Nissan,Attn: Rob Mayne,426 Derby Ave,,West Haven,CT,6516,,(203)389-5701,,,65050,2,,,,,Krista,1274.29,1007.65,4/16/2019,7/26/2021,,,,,
"Georgia Security & Detective Agency, Inc",337 S. Milledge Avenue,Suite 115,,Athens,GA,30605,,(706)543-4086,,,18,3,,,,John Woods,,0,0,,,,Exempt,GA,,
Geronimo Tequila Bar,Attn: Marc Knight,271 Crown Street,,New Haven,CT,6511,,(472)202-6530,,anton@shellandbones.com,30504,2,,,,Melissa Della Corte,House Account,233.01,0,3/20/2008,9/14/2020,,,,,
GET RYPT TRAINING,,1540 West Park Avenue #,,Tinton Falls,NJ,7712,,(732)800-2614,,jake@igotrypt.com,68341,2,,,,Jacob Ruch,National - House,6424.3,3003.74,6/22/2020,7/19/2021,,Exempt,NJ CLOTHING EXEMPT,NJ State  - 6.625,
Gettysburg Hotel,Attn: Chuck Moran,One Lincoln Square,,Gettysburg,PA,17325,USA,(717)338-5400,(717)337-2075,cmoran@waterfordhotelgroup.com,43547,2,,,,Chuck Moran,House Account,0,0,2/6/2013,3/1/2019,,Exempt,OUT OF STATE (PA),,
Gina’s Stonefired Italian & Pizzeria,3046 Columbia Avenue # 118,,,Franklin,TN,37064,,(615)669-0065,,gina@ginasstonefireditalian.com,61183,2,,,,,National - House,0,0,6/7/2018,6/7/2018,,Exempt,OUT OF STATE,,
"Glatt Air Techniques, Inc.",20 Spear Road,,,Ramsey,NJ,7446,,(201)825-8700,(201)818-0394,sophia.freudig@glatt.com,62595,2,,,,,Steve Baruch,0,0,,,,,,,
Go Airport Shuttle,45 Connair Road,,,Orange,CT,6477,,(203)891-1280,,betsy@totheairport.com,32653,2,,,,Betsy,House Account,0,0,12/19/2008,3/12/2018,,,,,
Golf & Corporate Solutions,,190 West Dayton,Suite 104,Edmonds,WA,98020,,(203)432-9014,,scott@golfcorpsolutions.com,70586,2,,,,,Krista,2710,0,12/4/2020,12/11/2020,,Exempt,OUT OF STATE,,
"Golf Events, LLC.",,2906 NE 55th Street,,Seattle,WA,98105,,(206)432-9015,,brian@golfcorpsolutions.com,69388,2,,,,Monika Remington,House Account,3082.65,0,12/23/2020,12/23/2020,,Exempt,A18393023,,
Gourmet Dining LLC,285 Madison Avenue,,,Madison,NJ,7940,USA,(908)249-4099,(908)249-4094,nicolas@ursinorestaurant.com,44347,2,,,,Nicolas Davidson,House Account,0,0,,,,Exempt,OUT OF STATE(NJ),,
Gozzi's Turkey Farm,2443 Boston Post Road,,,Guilford,CT,6437,,(203)453-2771,,,29722,2,,,,,,0,0,,,,,,,
GPS,1333 Kern Street,,,Taft,CA,93268,,(661)765-5330,,djeffries@genprod.com,61112,2,,,,Darin Jeffries,Christie,54525.03,40554.34,5/31/2018,7/28/2021,,,,CA Taft County,
GR&J Hub Home Improvement Center Inc.,8660 18th Ave,,,Brooklyn,NY,11214,,(718)232-4400,(718)232-0785,MICHELLE@hubhomes.biz,48405,2,,,,Cathy Paturzo,Christie,636.53,695.22,12/23/2014,1/13/2021,,,,NYS New York City,
Greater Hartford Transit District,1 Union Place District,,,Hartford,CT,6103,,(860)247-5329,,vshotland@hartfordtransit.org,17424,2,,,,Vickie Shotland,Krista,0,0,10/27/2003,10/31/2018,,Exempt,E-5647,,
Greater New Haven Ob-Gyn. PC,Attn: Fran Simone,46 Prince St Suite 207,,New Haven,CT,6519,,(203)787-2264,,F.simone@greatnewhavenobgyn.com,2124,2,,,CONTR,Fran Simone,House Account,609.7,0,11/24/1997,9/24/2020,,,,,
Green Boundary Club,Attn: Sue Rowe,780 Whiskey Road,,Aiken,SC,29803,,(803)649-2549,,srowe@greenboundaryclub.com,42377,2,,,,,Chris Thomas,0,0,,,,Exempt,SC,,
Greens At Greenwich,1155 King Street,,,Greenwich,CT,6831,,(203)531-5500,,,12229,2,,,,Lyn Patton,,0,0,,,,,,,
Greenwich Civic Center,Attn: Billie Schock,90 Harding Road,,Old Greenwich,CT,6870,,(203)637-4583,,civiccenter@greenwichct.org,25219,2,,,,,House Account,0,0,5/10/2006,1/29/2018,,Exempt,06-6002006,,
Gremlin Consulting,77 Katydid Drive,,,Branchburg,NJ,8876,,(201)481-4592,,falbanese@me.com,70596,2,,,,,Christie,742.67,0,12/28/2020,12/28/2020,,Exempt,NJ,,
Group Builders Inc,Attn:Grace Ganal,511 Mokauea St,,Honolulu,HI,96819,,(808)832-0888,,,65035,2,,,,,Krista,0,0,,,,Exempt,OUT OF STATE,,
Grove Hill Medical,300 Kensington Ave,,,New Britain,CT,6051,,(860)224-6200,,,21,3,,,,Dick Calvo,,0,0,,,,,,,
Gualter Pereira,17 Jennifer Drive,,,Granby,MA,1033,,(774)262-2727,,Pereira.Gualter@jobcorps.org,68882,2,,,,,Christie,0,0,,,,Exempt,OUT OF STATE,,
Guaranty Pest Elimination,Attn: Gary Schwarz,209 Mechanics Street,,Danielson,CT,6239,,(860)228-4758,,,13133,2,,,CONTR,,,0,0,4/9/2002,6/20/2018,,,,,
HALO Branded Solutions,1500 Halo Way,P.O.Box 657,,Sterling,IL,61081-0657,USA,(815)625-0980,,invoices@halo.com,70545,2,,,,,,0,0,,,,Exempt,ON FILE,,
Hart United Inc,72 Washington Avenue,,,North Haven,CT,6473,,(203)234-2200,(203)234-1510,latashat@hartinc.org,33499,2,,,,Latasha Telford,,0,0,,,,,,,
Harte Nissan Hartford,165 West Service Road,,,Hartford,CT,6120,,(860)549-2800,,dpolance@harteautogroup.com,67341,2,,,,Damen Polance,Krista,440.82,0,12/23/2019,11/24/2020,,,,,
Hartford Hospital,80 Seymour Street,PO BOX 5037,,Hartford,CT,06102-5037,,(860)545-2582,,,17093,2,,,,Mike Garrahy,Krista,0,0,9/12/2003,9/21/2020,,Exempt,E-02092,,
Hartwell Sports,97 Winfield Circle,Returns,,Hartwell,GA,30643,,(800)849-5555,,,9258,2,,,,,,0,0,,,,,,,
Hauppauge Union Free School District,Attn: Account Payable,495 Hoffman Lane,P.O. Box 6006,Hauppauge,NY,11788,,(631)761-8219,(631)761-8233,roenbeckm@hauppauge.k12.ny.us,63347,2,,,,,Steve Baruch,8678.85,3478,3/29/2019,1/4/2021,,Exempt,SCHOOL DISTRICT,,
"Haws USA, Inc",1100 Classic Road,,,Apex,NC,27539,,(919)267-3231,,denise@hawsusa.com,68028,2,,,,,National - House,3610.87,2204.09,3/31/2020,5/7/2021,,,,,
Hero Outfitters,,755 Route 73 S,,West Berlin,NJ,8091,,(586)809-6540,,lcheck@herooutfittersllc.com,70375,2,,,,,Christie,1332.69,0,12/14/2020,12/14/2020,,,,NJ - 0.00% Clothing,
Highwood Apartments,P.O. Box 825,,,Waterbury,CT,06720-0825,,(800)956-2222,(203)757-4083,,12197,2,,,,Jennifer Stango,Alan,0,0,,,,,,,
Hill Regional Career High,221 Whitney Ave,3rd Floor,,New Haven,CT,6511,,(203)432-9020,,nicole.forbes@yale.edu,60301,2,,,,,,0,0,2/8/2018,2/8/2018,,,,,
Hilton Newark Penn Station # 3445,One Gateway Center,,,Newark,NJ,07102-5310,USA,(973)645-2044,(973)824-2188,cheryl.schroth@hilton.com,43296,2,,,,Cheryl Scroth,House Account,0,0,12/21/2012,5/9/2019,,Exempt,OUT OF STATE (NJ),,
Hinsdale Golf Club,140 Chicago Ave,,,Clarendon Hills,IL,60514,,(630)986-5330,(630)986-5360,patn@hinsdalegolfclub.org,40224,2,,,,Pat ( A/P),Chris Thomas,0,0,3/19/2012,11/16/2019,,Exempt,OUT OF STATE,,
Hobo Construction,124 Johnson Street,,,Newark,NJ,7105,,(973)465-0605,,jricohobo@yahoo.com,51051,2,,,,Jesus Rico,House Account,0,3010.1,6/9/2016,3/25/2021,,Exempt,,,
Human Learning System,,"1900 Bouldercrest Rd, SE",,Atlanta,GA,30316,,(404)241-1453,,stephanie.williams@humanlearningsystems.,69686,2,,,,Stephanie Williams,Christie,532.45,0,12/1/2020,12/1/2020,,Exempt,JOB CORP,,
Hunter Ambulance,450 West Main St.,,,Meriden,CT,6450,,(203)235-3369,,,23,3,,,,John Gopien,,0,0,,,,,,,
Impact Dimensions LLC,725 Hylton Road,,,Pennsauken,NJ,8110,,(856)382-4500,(856)382-4530,christias@impactdimensions.com,58049,2,,,,Angela Jung,Christie,200,0,6/29/2017,4/17/2020,,Exempt,OUT OF STATE,,
Imprint Specialty Promotions,8 Customs St,Attn:PF COLLINS c/o A.N. Deringer,,Calais,ME,04619-1894,,(709)579-9801,,,68489,2,,,,,Christie,2424.98,0,8/14/2020,8/28/2020,,Exempt,OUT OF STATE,,
Ingraham Manor,400 NORTH MAIN STREET,,,BRISTOL,CT,06010-1159,,(860)584-3400,,jtichon@bristolhospital.org,63352,2,,,,John Tichon,,0,0,,,,,,,
Inked Wear Promotions LLC,220 Pitner Ln Se,,,White,GA,30184,,(770)757-5523,,inkedwearpromotions@gmail.com,69696,2,,,,Kary Eaton,Krista,198,0,10/21/2020,10/21/2020,,Exempt,OUT OF STATE,,
Innes Communications,190 Boulevard,,,Hasbrouck Heights,NJ,7604,,,,,66004,2,,,,Pete Innes,Jeff Beecher,0,0,,,,Exempt,,,
"Inteplast Group, Ltd.",9 Peach Tree Hill Road,,,Livingston,NJ,7039,,(973)944-8009,(800)709-6002,gwei@inteplast.com,48878,2,,,,Sherry Shu,Christie,0,0,5/26/2015,7/16/2018,,Exempt,OUT OF STATE,,
Intercontinental Hotel New York Barclay,111 East 48th Street,,,New York,NY,10017,,(212)906-3255,(212)906-3157,Suzanne.Plaza@ihg.com,58269,2,,,,,Steve Baruch,0,0,7/14/2017,3/5/2019,,Exempt,UNIT < $110,,
Inventory Counting,,,,,,,,,,,66117,2,,,,,,0,0,,,,,,,
"Ipromoteu.Com, Inc",,321 Commonwealth Road,Suite # 101,Way,MA,1778,,(508)653-4410,(508)653-0872,invoices@ipromoteu.com,69811,2,,,,Greg Stott   CFO,House Account,604.24,27.5,12/7/2020,3/12/2021,,Exempt,OUT OF STATE,,
Irvings Toys,,,,,,,,,,,26214,2,,,,,,0,0,,,,,,,
Italian Center,1620 Newfield Avenue,,,Stamford,CT,6905,,(203)322-6941,,,25,2,,(203)329-1812,,Kim Pinto,,0,0,,,,,,,
ITL Solutions,96 Mohawk Road,,,Hampton,VA,23669,,,,,62538,2,,,,Alicia Duffy,House Account,0,0,10/11/2018,1/7/2019,,Exempt,,,
"J And J Supply, Co",16624 E. Pwers PLace,,,Centennial,CO,80015-4042,,(303)378-9442,,joegrech2@comcast.net,69210,2,,,,Joe Grech,House Account,1693.38,0,9/28/2020,10/1/2020,,Exempt,CO _ 04052608-0000,,
Jacks' Jack,Gina Greer,493 South River Street,,Marshfield,MA,2050,,(781)953-1770,,,33311,2,,,,,,0,0,,,,,,,
James Henry Home Improvement,10 Ruskin Rd,,,Oak Ridge,NJ,7438,,(973)697-9559,,,53504,2,,,,James Henry,Christie,502.09,0,1/7/2017,12/23/2020,,Exempt,OUT OF STATE,,
James Hillhouse High School,480 Sherman Parkway,,,New Haven,CT,6511,,,,,59260,2,,,,,,0,0,10/19/2017,2/20/2018,,,,,
Jeckil Promotions Inc,,5553 Peachtree Rd # 100,,Chamblee,GA,30341,,(770)452-9894,,tammy@jeckil.com,70310,2,,,,Tammy Stout,House Account,0,0,,,,Exempt,GA 300-943373,,
Jewish Home For The Elderly,Attn: Holly Swift,4200 Park Avenue,,Bridgeport,CT,6604,,(203)365-6400,,hswift@jseniors.org,2510,1,,(203)374-8824,CONTR,Holly Swift,House Account,1061.57,1101.87,3/19/1997,2/26/2021,,Exempt,E-5708,,
JNT Mechanical Services,,,,,,,,(888)568-6324,,,23866,2,,,,,,0,0,,,,,,,
John Michael Associates Inc,94 Holmes Rd,,,Newington,CT,06111-1708,,(860)666-1414,,,68334,2,,,,,House Account,154,0,6/26/2020,6/26/2020,,Exempt,2760262-000,,
Jowess Industries Inc,22192 State Hwy 59 S,,,Robertsdale,AL,36567,,(251)943-7446,(251)650-1317,frances@jowessindustries.com,68686,2,,,,Frances Bridges,House Account,0,0,8/10/2020,8/13/2020,,Exempt,,,
Juice Bar,"1 Union Place , Great Hall",1st Floor,,Hartford,CT,6103,,(860)308-2054,,jody@juicebarev.com,62756,2,,,,Jody Steppen,Steve Baruch,0,0,11/26/2018,11/26/2018,,,,,
Karnak Corporation,330 Central Avenue,,,Clark,NJ,7066,USA,(732)388-9422,,csalazar@karnakcorp.com,51254,2,,,,Carlos Salazar,National - House,6641.73,4875,8/22/2016,1/2/2021,,Exempt,OUT OF STATE,,
Kay and Paulus Orthodontics,5665 Monclova Road,,,Maumee,OH,43537,,(419)893-3376,(419)893-0575,jill@jkorthodontics.com,59271,2,,,,Jill Lisowski,Christie,0,0,10/16/2017,11/27/2018,,Exempt,OUT OF STATE,,
KBF Print Technology,227 Academy St,# C,,Williamsport,PA,17701,,(570)326-1744,,lshuck@kbfprintech.com,63380,2,,,,Lori Shuck,Krista,9840.4,3469.4,3/4/2019,7/16/2021,,Exempt,OUT OF STATE,,
Kearny Bank,,120 Passaic Avenue,,Fairfield,NJ,7004,,(973)244-4534,,vjeremias@kearnybank.com,68095,2,,,,Veronica M. Jeremias,National - House,14483.5,0,4/17/2020,4/17/2020,,Exempt,,AZ Maricopa Cnty - Scottsdale,
Kids First Dentistry,Attn Laura Epifano,1478 Post Road,,Fairfield,CT,6824,,(203)382-4135,,kidsfirstfairfield@gmail.com,59309,2,,,,,Krista,242.75,0,10/16/2017,2/11/2020,,,,,
Kiki World,16 Lloyd St. #3A,,,Nutley,NJ,7110,,,,kikiworld0805@gmail.com,65749,2,,,,Heykyung Kim,House Account,0,0,7/23/2019,8/8/2019,,Exempt,NJ,,
Killington Mountain Lodge,2617 Killington Mountain Road,,,Killington,VT,5751,USA,(802)422-4302,(802)422-4898,,2683,3,,,,,Steve National,0,0,,,,Exempt,OUT OF STATE,,
Koto Restaurant Corp,160 E Merrick Rd,,,Valley Stream,NY,11580,,(516)872-0465,,dinernorthside@aol.com,65922,2,,,,Tommy DiStefano,Steve Baruch,0,0,9/4/2019,9/4/2019,,,,NYS Nassau County,
Kristie Wieland,Communication & EESP Manager,Corporate Headquarters,15 East Union Avenue,East Rutherford,NJ,7073,USA,(201)635-3259,,,43565,2,,,,Kristie Wieland,,0,0,,,,Exempt,OUT OF STATE (NJ),,
"KS Industries, LP  - 06",Attn: Accounts Payable,7150-20-06-00-00,6205 District Blvd,Bakersfield,CA,93301,USA,,,joeywilliams805@gmail.com,50905,2,,,,,National - House,453904.53,268086.86,4/7/2016,7/27/2021,,,,,
LA Barnaby & Sons,Brian Barnaby,425 Benton St,,Stratford,CT,6615,,(203)334-5521,,brian@labarnaby.com,51189,2,,,,Brian Barnaby,Christie,0,0,1/23/2019,8/15/2019,,,,,
Lancaster Purchasing Services,,P.O. Box  239,,Hudson,MA,1749,,(978)562-1690,,,62764,2,,,,,House Account,0,0,,,,Exempt,CT-2924476-000,,
"Latella & Sons, Inc. - Slaughtering",85 Prindle Road,,,West Haven,CT,6516,,(203)932-3619,(203)795-8216,,22354,2,,,WALK,(203)933-9967,,0,0,,,,,,,
Lehigh Hanson North,537 Evansville Road,,,Fleetwood,PA,19522,,(610)926-1024,(610)926-1906,NAMAPInvoices@Lehighhanson.com,49116,2,,,,,Christie,782.51,0,7/3/2015,6/15/2020,,Exempt,OUT OF STATE,,
Levittown Fire District,120 Gardiners Ave.,,,Levittown,NY,11756,,(516)731-5800,(516)520-6148,tomncpd129@aol.com,62834,2,,,,Tom Brennan,House Account,0,0,11/29/2018,4/3/2019,,,,NYS Nassau County,
Lincoln College Dental Hygiene,,2279 Mount Vernon Road,,Southington,CT,6489,,(860)628-4751,,RRyan@lincolncollegene.edu,205,2,LINDA BENNET A/P,(860)628-6444,CONTR,Rosemary Ryan,House Account,0,0,3/7/1997,12/19/2019,,,,,
Linde India Limited,P-43 Taratala Road,,,Kolkata,,700088,IN,,,swapnesh.bakshi@linde.com,71627,2,,,,,Ken Yanicky,0,6924.75,4/23/2021,6/16/2021,,Exempt,OUT OF COUNTRY,,
Living Well Fitness,attn Kim Standish,48 York Street,,New Haven,CT,6511,,(203)497-2100,,kstandish@teamexos.com,62546,2,,,,KInm Standish,Krista,0,0,,,,,,,
Lizza & Associates,1099 Wall Street West,Suite 170,,Lyndhurst,NJ,7071,USA,(201)896-1170,(201)896-1198,j.lizza.cpa@verizon.net,48440,2,,,,Joseph Lizza,National - House,0,0,12/31/2014,7/26/2018,,Exempt,,,
Long Beach Corps Center,1903 Santa Fe Avenue,,,Long Beach,CA,90810,,(562)491-5198,,Ramos.Jacqueline@jobcorps.org,65868,2,,,,Jacqueline Ramos,Laurie Roloff,0,0,,,,Exempt,JOB CORP,,
Los Angeles County Fire Department,12605 Osborne Street,,,Pacoima,CA,91331,,(818)890-5724,,Crystal.Evans@fire.lacounty.gov,68320,2,,,,,House Account,0,0,,,,Exempt,,,
Los Sures Management,434 South 5th Street,,,Brooklyn,NY,11211,,(718)387-3600,(718)387-4683,Sarcher@lossures.org,56343,2,,,,Sashelle Archer,Steve Baruch,312.96,18455.99,3/8/2017,5/26/2021,,,,NYS New York City,
